NAME,LNG,LAT,ADDRESS,ADDRESS2,CITY,STATE,Zipcode,Hospitals_near,TYPE,STATUS,NAICS_DESC,ALT_NAME,OWNER,TTL_STAFF,BEDS,TRAUMA
RHEA MEDICAL CENTER,-84.98177945599997,35.52910134400002,9400 RHEA COUNTY HIGHWAY,NOT AVAILABLE,DAYTON,TN,37321.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,25.0,NOT AVAILABLE
COOKEVILLE REGIONAL MEDICAL CENTER,-85.50876258199997,36.16932678800004,1 MEDICAL CENTER BOULEVARD,NOT AVAILABLE,COOKEVILLE,TN,38501.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,247.0,NOT AVAILABLE
SAINT THOMAS RUTHERFORD HOSPITAL,-86.42503137599995,35.86057912300004,1700 MEDICAL CENTER PARKWAY,NOT AVAILABLE,MURFREESBORO,TN,37130.0,11.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,286.0,NOT AVAILABLE
MIDDLE TENNESSEE MEDICAL CENTER,-86.382295383,35.84879592600003,400 N. HIGHLAND AVENUE,NOT AVAILABLE,MURFREESBORO,TN,37130.0,9.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NOT AVAILABLE,-999.0,-999.0,NOT AVAILABLE
TRISTAR STONECREST MEDICAL CENTER,-86.56520215499997,35.97503425800004,200 STONECREST BOULEVARD,NOT AVAILABLE,SMYRNA,TN,37167.0,24.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,101.0,NOT AVAILABLE
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM WINCHESTER,-86.09013143,35.17588667100006,185 HOSPITAL ROAD,NOT AVAILABLE,WINCHESTER,TN,37398.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,153.0,NOT AVAILABLE
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM SEWANEE,-85.91386139099994,35.208063352000046,1260 UNIVERSITY AVENUE,NOT AVAILABLE,SEWANEE,TN,37375.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,EMERALD-HODGSON HOSPITAL,PROPRIETARY,-999.0,21.0,NOT AVAILABLE
GIBSON GENERAL HOSPITAL,-88.93894562999996,35.96315754900008,200 HOSPITAL DRIVE,NOT AVAILABLE,TRENTON,TN,38382.0,5.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,32.0,NOT AVAILABLE
HUMBOLDT GENERAL HOSPITAL,-88.89525133399998,35.815846841000045,3525 CHERE CAROL ROAD,NOT AVAILABLE,HUMBOLDT,TN,38343.0,6.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,30.0,NOT AVAILABLE
MILAN GENERAL HOSPITAL,-88.754141319,35.912286405000025,4039 HIGHLAND ST,NOT AVAILABLE,MILAN,TN,38358.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,70.0,NOT AVAILABLE
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,-87.00412138699993,35.18924094100003,1265 EAST COLLEGE STREET,NOT AVAILABLE,PULASKI,TN,38478.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,HILLSIDE HOSPITAL,PROPRIETARY,-999.0,95.0,NOT AVAILABLE
TENNOVA HEALTHCARE - JEFFERSON MEMORIAL HOSPITAL,-83.51890941099998,36.10663843900005,110 HOSPITAL DRIVE,NOT AVAILABLE,JEFFERSON CITY,TN,37760.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,54.0,NOT AVAILABLE
HOUSTON COUNTY COMMUNITY HOSPITAL,-87.68964348599997,36.32017056600006,5001 E. MAIN STREET,NOT AVAILABLE,ERIN,TN,37061.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,PATIENTS CHOICE HOSPITAL,PROPRIETARY,-999.0,25.0,NOT AVAILABLE
SAINT THOMAS HICKMAN HOSPITAL,-87.45896011399998,35.77948690300008,135 EAST SWAN STREET,NOT AVAILABLE,CENTERVILLE,TN,37033.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,HICKMAN COMMUNITY HOSPITAL,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
LAUGHLIN MEMORIAL HOSPITAL,-82.79023851099998,36.17353336600007,1420 TUSCULUM BOULEVARD,NOT AVAILABLE,GREENEVILLE,TN,37745.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,140.0,NOT AVAILABLE
TAKOMA ADVENTIST HOSPITAL,-82.84567490999996,36.15129964100003,401 TAKOMA AVENUE,NOT AVAILABLE,GREENEVILLE,TN,37743.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,100.0,NOT AVAILABLE
JOHNSON COUNTY HEALTH CENTER,-81.79768062799997,36.453555952000045,1901 SOUTH SHADY STREET,NOT AVAILABLE,MOUNTAIN CITY,TN,37683.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
BAPTIST HOSPITAL OF EAST TENNESSEE,-83.91445956799997,35.95524564500004,137 BLOUNT AVENUE,NOT AVAILABLE,KNOXVILLE,TN,37920.0,18.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
EAST TENNESSEE CHILDREN'S HOSPITAL,-83.93767477699998,35.956288166000036,2018 CLINCH AVENUE,NOT AVAILABLE,KNOXVILLE,TN,37916.0,17.0,CHILDREN,OPEN,"CHILDREN'S HOSPITALS, GENERAL",NOT AVAILABLE,NON-PROFIT,-999.0,152.0,NOT AVAILABLE
PARKWEST MEDICAL CENTER,-84.10064379299997,35.91707244500003,9352 PARK WEST BOULEVARD,NOT AVAILABLE,KNOXVILLE,TN,37923.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,297.0,NOT AVAILABLE
FORT SANDERS REGIONAL MEDICAL CENTER,-83.93720990299995,35.95703172100008,1901 CLINCH AVENUE,NOT AVAILABLE,KNOXVILLE,TN,37916.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,402.0,NOT AVAILABLE
TENNOVA HEALTHCARE PHYSICIANS REGIONAL MEDICAL CENTER,-83.92681775599996,35.992383583000056,900 EAST OAK HILL AVENUE,NOT AVAILABLE,KNOXVILLE,TN,37917.0,18.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,243.0,NOT AVAILABLE
THE UNIVERSITY OF TENNESSEE MEDICAL CENTER,-83.94388412799998,35.94044733800006,1924 ALCOA HIGHWAY,NOT AVAILABLE,KNOXVILLE,TN,37920.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,609.0,I
SELECT SPECIALTY HOSPITAL - KNOXVILLE (UT MEDICAL CENTER),-83.94438381499998,35.93900181500003,1924 ALCOA HIGHWAY,NOT AVAILABLE,KNOXVILLE,TN,37920.0,17.0,LONG TERM CARE,CLOSED,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,-999.0,NOT AVAILABLE
SELECT SPECIALTY HOSPITAL - OAK HILL,-83.926603604,35.99136636300004,900 EAST OAK HILL AVENUE,NOT AVAILABLE,KNOXVILLE,TN,37917.0,18.0,LONG TERM CARE,CLOSED,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,33.0,NOT AVAILABLE
SELECT SPECIALTY HOSPITAL - KNOXVILLE,-83.93669831799998,35.957245872000044,1901 CLINCH AVENUE,4TH FLOOR NORTH,KNOXVILLE,TN,37916.0,17.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,35.0,NOT AVAILABLE
TENNOVA HEALTHCARE TURKEY CREEK MEDICAL CENTER,-84.14429528899994,35.89849035000003,10820 PARKSIDE DRIVE,NOT AVAILABLE,KNOXVILLE,TN,37934.0,18.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,101.0,NOT AVAILABLE
BAPTIST HOSPITAL FOR WOMEN,-84.14313530199999,35.89884132100007,10820 PARKSIDE DRIVE,NOT AVAILABLE,KNOXVILLE,TN,37934.0,18.0,WOMEN,CLOSED,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,-999.0,NOT AVAILABLE
TENNOVA HEALTHCARE NORTH KNOXVILLE MEDICAL CENTER,-83.99780275499995,36.05284236600005,7565 DANNAHER DRIVE,NOT AVAILABLE,POWELL,TN,37849.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,250.0,NOT AVAILABLE
JAMES H. QUILLEN VA MEDICAL CENTER,-82.37020633199995,36.30913795800007,809 LAMONT ST,NOT AVAILABLE,MOUNTAIN HOME,TN,37684.0,15.0,MILITARY,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE
TENNOVA HEALTHCARE - CLEVELAND,-84.86990561399993,35.17719816700003,2305 CHAMBLISS AVE NW,NOT AVAILABLE,CLEVELAND,TN,37311.0,12.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,SKYRIDGE MEDICAL CENTER,PROPRIETARY,-999.0,140.0,NOT AVAILABLE
BAPTIST MEMORIAL REHABILITATION HOSPITAL,-89.79951396999996,35.11391047000005,1240 S. GERMANTOWN ROAD,NOT AVAILABLE,GERMANTOWN,TN,38138.0,27.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,NON-PROFIT,-999.0,49.0,NOT AVAILABLE
BAPTIST MEMORIAL RESTORATIVE CARE HOSPITAL,-89.86158859699997,35.12903416900008,6019 WALNUT GROVE ROAD,NOT AVAILABLE,MEMPHIS,TN,38120.0,27.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,NON-PROFIT,-999.0,30.0,NOT AVAILABLE
HEALTHSOUTH CHATTANOOGA REHABILITATION HOSPITAL,-85.26644721199995,35.032157419000036,2412 MCCALLIE AVENUE,NOT AVAILABLE,CHATTANOOGA,TN,37404.0,18.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,PROPRIETARY,-999.0,69.0,NOT AVAILABLE
HEALTHSOUTH REHABILITATION HOSPITAL OF FRANKLIN,-86.81923100699998,35.91911516600005,1000 PHYSICIANS WAY,NOT AVAILABLE,FRANKLIN,TN,37067.0,21.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,PROPRIETARY,-999.0,40.0,NOT AVAILABLE
PARKRIDGE VALLEY ADULT SERVICES,-85.143220876,35.05372068900005,7351 COURAGE WAY,NOT AVAILABLE,CHATTANOOGA,TN,37421.0,17.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,PROPRIETARY,-999.0,50.0,NOT AVAILABLE
SAINT THOMAS MIDTOWN HOSPITAL,-86.80200558599995,36.15390760000001,2000 CHURCH STREET,NOT AVAILABLE,NASHVILLE,TN,37203.0,20.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,683.0,NOT AVAILABLE
SELECT SPECIALTY HOSPITAL - MEMPHIS,-89.86400430899994,35.09823358500006,5959 PARK AVENUE,12TH FLOOR,MEMPHIS,TN,38119.0,27.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,39.0,NOT AVAILABLE
SELECT SPECIALTY HOSPITAL - NORTH KNOXVILLE,-83.99768854099993,36.05349909700004,7557B DANNAHER DRIVE,SUITE 145,POWELL,TN,37849.0,17.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,33.0,NOT AVAILABLE
SELECT SPECIALTY HOSPITAL - TRICITIES,-82.25636647099995,36.58524518700005,1 MEDICAL PARK BOULEVARD,5TH FLOOR WEST,BRISTOL,TN,37620.0,17.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,33.0,NOT AVAILABLE
ST. JUDE CHILDREN'S RESEARCH HOSPITAL,-90.04290222899994,35.15421585100005,262 DANNY THOMAS PLACES,NOT AVAILABLE,MEMPHIS,TN,38105.0,27.0,CHILDREN,OPEN,"CHILDREN'S HOSPITALS, GENERAL",NOT AVAILABLE,NON-PROFIT,-999.0,80.0,NOT AVAILABLE
THREE RIVERS HOSPITAL,-87.79233528199995,36.07603106100004,451 HIGHWAY 13 SOUTH,NOT AVAILABLE,WAVERLY,TN,37185.0,3.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,25.0,NOT AVAILABLE
TRUSTPOINT HOSPITAL,-86.43032805599995,35.863891333000026,1009 NORTH THOMPSON LANE,NOT AVAILABLE,MURFREESBORO,TN,37129.0,11.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,PROPRIETARY,-999.0,101.0,NOT AVAILABLE
VANDERBILT STALLWORTH REHABILITATION HOSPITAL,-86.80256886999996,36.13841629000007,2201 CHILDREN'S WAY,NOT AVAILABLE,NASHVILLE,TN,37212.0,20.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,PROPRIETARY,-999.0,80.0,NOT AVAILABLE
"WEST TENNESSEE REHABILITATION HOSPITAL, LLC",-88.82842036899996,35.63487667700007,616 WEST FORREST AVENUE,NOT AVAILABLE,JACKSON,TN,38301.0,7.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,PROPRIETARY,-999.0,48.0,NOT AVAILABLE
NEW YORK COMMUNITY HOSPITAL,-73.94871078199995,40.61377099200007,2525 KINGS HIGHWAY,NOT AVAILABLE,BROOKLYN,NY,11229.0,136.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,134.0,NOT AVAILABLE
KANSAS MEDICAL CENTER LLC,-97.14730746299992,37.72429664100007,1124 WEST 21ST STREET,NOT AVAILABLE,ANDOVER,KS,67002.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,KANSAS MEDICAL CENTER LLC,PROPRIETARY,-999.0,58.0,NOT AVAILABLE
COFFEY COUNTY HOSPITAL,-95.73769964199992,38.20227176500002,801 NORTH 4TH STREET,NOT AVAILABLE,BURLINGTON,KS,66839.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,COFFEY HEALTH SYSTEM BOARD OF TURSTEES,GOVERNMENT - LOCAL,-999.0,78.0,NOT AVAILABLE
STATEN ISLAND UNIVERSITY HOSPITAL - SOUTH,-74.19646608999993,40.51656928000005,375 SEGUINE AVENUE,NOT AVAILABLE,STATEN ISLAND,NY,10305.0,109.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,206.0,I
HOSP SAN CRISTOBAL,-66.54740672799994,18.039674847000068,506 CARR ROAD,NOT AVAILABLE,COTO LAUREL,PR,731.0,10.0,SPECIAL,OPEN,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",NOT AVAILABLE,PROPRIETARY,-999.0,103.0,NOT AVAILABLE
GREENWOOD COUNTY HOSPITAL,-96.293802501,37.83569758000004,100 W 16TH STREET,NOT AVAILABLE,EUREKA,KS,67045.0,0.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,GREENWOOD COUNTY HOSPITAL,GOVERNMENT - LOCAL,-999.0,25.0,LEVEL IV
GREAT BEND REGIONAL HOSPITAL,-98.790712688,38.356165688000026,514 CLEVELAND STREET,NOT AVAILABLE,GREAT BEND,KS,67530.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,GREAT BEND REGIONAL HOSPITAL LLC,PROPRIETARY,-999.0,33.0,LEVEL IV
SUMMIT SURGICAL LLC,-97.88850526999994,38.08021601300005,1818 EAST 23RD AVENUE,NOT AVAILABLE,HUTCHINSON,KS,67502.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,SUMMIT SURGICAL LLC,PROPRIETARY,-999.0,10.0,NOT AVAILABLE
MEADOWBROOK REHABILITATION HOSPITAL,-94.93786410499996,38.80996792500007,427 WEST MAIN STREET,NOT AVAILABLE,GARDNER,KS,66030.0,31.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",PINNACLE HEALTH FACILITIES XVIII L. P.,PROPRIETARY,-999.0,54.0,NOT AVAILABLE
KIOWA COUNTY MEMORIAL HOSPITAL,-99.301437562,37.60555278200008,721 WEST KANSAS,NOT AVAILABLE,GREENSBURG,KS,67054.0,2.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,GREAT PLAINS OF KIOWA COUNTY INC.,NON-PROFIT,-999.0,15.0,NOT AVAILABLE
HAYS MEDICAL CENTER,-99.29609394999994,38.880565501000035,2220 CANTERBURY DRIVE,NOT AVAILABLE,HAYS,KS,67601.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,HAYS MEDICAL CENTER INC,NON-PROFIT,-999.0,172.0,LEVEL III
HERINGTON MUNICIPAL HOSPITAL,-96.942265079,38.68010200500003,100 E HELEN STREET,NOT AVAILABLE,HERINGTON,KS,67449.0,4.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,HERINGTON MUNICIPAL HOSPITAL FOUNDATION,GOVERNMENT - LOCAL,-999.0,25.0,NOT AVAILABLE
ALLEN COUNTY HOSPITAL,-95.39432262899996,37.92140927900005,101 SOUTH 1ST STREET,NOT AVAILABLE,IOLA,KS,66749.0,2.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,MIDAMERICA DIVISION  HCA LLC,PROPRIETARY,-999.0,25.0,NOT AVAILABLE
MERCY HOSPITALFORT SCOTT,-94.70623225899999,37.80540781200005,401 WOODLAND HILLS BLVD,NOT AVAILABLE,FORT SCOTT,KS,66701.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,MERCY HOPSITALS KANSAS COMMUNITIES INC,NON-PROFIT,-999.0,61.0,NOT AVAILABLE
ST CATHERINE HOSPITAL,-100.86838783199993,37.96986654800003,401 EAST SPRUCE,NOT AVAILABLE,GARDEN CITY,KS,67846.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,CATHOLIC HEALTH INITIATIVES,NON-PROFIT,-999.0,132.0,NOT AVAILABLE
SOUTH CENTRAL KS  MED CENTER,-97.03850328899992,37.13299681700005,6401 PATTERSON PARKWAY,NOT AVAILABLE,ARKANSAS CITY,KS,67005.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,SOUTH CENTRAL KANSAS MEDICAL CENTER,GOVERNMENT - LOCAL,-999.0,37.0,NOT AVAILABLE
DOCTORS HOSPITAL LLC,-94.64366278399996,38.927122446000034,4901 COLLEGE BLVD,NOT AVAILABLE,LEAWOOD,KS,66211.0,44.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,PATIENTSFIRST HEALTHCARE ALLIANCE P.A.,PROPRIETARY,-999.0,6.0,NOT AVAILABLE
HOSP METROPOLITANO DR TITO MATTEI,-66.85759698699997,18.031300765000008,CARRETERA 128 KM 1,NOT AVAILABLE,SUSUA BAJA,PR,698.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,105.0,NOT AVAILABLE
MINIMALLY INVASIVE SURGERY HOSPITAL,-94.76900542899992,38.924422945000046,11217 LAKEVIEW AVENUE,NOT AVAILABLE,LENEXA,KS,66219.0,43.0,SPECIAL,OPEN,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",MINIMALLY INVASIVE SURGERY HOSPITAL INC,GOVERNMENT - STATE,-999.0,9.0,NOT AVAILABLE
MANHATTAN SURGICAL HOSPITAL LLC,-96.59902717599992,39.20276802800004,1829 COLLEGE AVENUE,NOT AVAILABLE,MANHATTAN,KS,66502.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,MANHATTAN SURGICAL HOSPITAL LLC,PROPRIETARY,-999.0,13.0,NOT AVAILABLE
VIA CHRISTI HEALTH,-96.59893042799996,39.20130921000003,1823 COLLEGE AVE,NOT AVAILABLE,MANHATTAN,KS,66502.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,MEMOIRAL HOSPITAL ASSOC.,NON-PROFIT,-999.0,96.0,NOT AVAILABLE
MCPHERSON HOSPITAL INC,-97.67346174199993,38.37878274600006,1000 HOSPITAL DRIVE,NOT AVAILABLE,MCPHERSON,KS,67460.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,MCPHERSON HOSPITAL INC,NON-PROFIT,-999.0,41.0,NOT AVAILABLE
MINNEOLA DISTRICT HOSPITAL,-100.013320208,37.44152762800007,212 MAIN,NOT AVAILABLE,MINNEOLA,KS,67865.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,MINNEOLA DISTRICT HOSPITAL #2,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,54.0,NOT AVAILABLE
MERCY HOSPITAL,-97.51689311399996,38.205281136000046,218 E PACK ST,NOT AVAILABLE,MOUNDRIDGE,KS,67107.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,MERCY HOSPITAL INC,NON-PROFIT,-999.0,21.0,NOT AVAILABLE
NEWTON MEDICAL CENTER,-97.33290422799996,38.02296944400006,600 MEDICAL CENTER DRIVE,NOT AVAILABLE,NEWTON,KS,67114.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NEWTON HEALTHCARE CORPORATION,NON-PROFIT,-999.0,103.0,NOT AVAILABLE
PRAIRIE VIEW INC,-97.31307896399994,38.04027656400006,1901 E FIRST STREET PO BOX 467,NOT AVAILABLE,NEWTON,KS,67114.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,PRAIRIE VIEW INC,NON-PROFIT,-999.0,38.0,NOT AVAILABLE
WILSON MEDICAL CENTER,-95.70833215199998,37.40957058500003,REECE CAMPUS 2600 OTTAWA ROAD,NOT AVAILABLE,NEODESHA,KS,66757.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,WILSON COUNTY HOSPITAL FOUNDATION,GOVERNMENT - LOCAL,-999.0,15.0,NOT AVAILABLE
NESS COUNTY HOSPITAL,-99.90164076799995,38.45825338600002,312 CUSTER STREET,NOT AVAILABLE,NESS CITY,KS,67560.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NESS COUNTY HOSPITAL DISTRICT #2,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,63.0,NOT AVAILABLE
NORTON COUNTY HOSPITAL,-99.88811279699993,39.837945894000015,102 E HOLME STREET,NOT AVAILABLE,NORTON,KS,67654.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NORTON COUNTY MEDICAL FOUNDATION,GOVERNMENT - LOCAL,-999.0,25.0,LEVEL IV
COMMUNITY HOSPITAL  ONAGA AND ST MARYS CAMPUS,-96.17142806700001,39.49598860300007,120 WEST 8TH STREET,NOT AVAILABLE,ONAGA,KS,66521.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,COMMUNITY HEALTHCARE SYSTEM INC,NON-PROFIT,-999.0,159.0,LEVEL IV
LOGAN COUNTY HOSPITAL,-100.86295429899998,39.12710090600008,211 CHERRY AVENUE,NOT AVAILABLE,OAKLEY,KS,67748.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,THE LOGAN COUNTY HEALTHCARE FOUNDATION INC,GOVERNMENT - LOCAL,-999.0,71.0,NOT AVAILABLE
