NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,COUNTRY,LATITUDE,LONGITUDE,,,,,,,,,,,,,,,,,,
NORTHEAST BAPTIST HOSPITAL,8811 VILLAGE DR,SAN ANTONIO,TX,78217,GENERAL ACUTE CARE,OPEN,USA,29.519597,-98.42905798,,,,,,,,,,,,,,,,,,
METROPOLITAN METHODIST HOSPITAL,1310 MCCULLOUGH AVE,SAN ANTONIO,TX,78212,GENERAL ACUTE CARE,OPEN,USA,29.44180343,-98.49098397,,,,,,,,,,,,,,,,,,
ST LUKE'S BAPTIST HOSPITAL,7930 FLOYD CURL DR,SAN ANTONIO,TX,78229,GENERAL ACUTE CARE,OPEN,USA,29.51254941,-98.57491087,,,,,,,,,,,,,,,,,,
BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,GENERAL ACUTE CARE,OPEN,USA,31.48918306,-97.15754299,,,,,,,,,,,,,,,,,,
CHRISTUS SOUTHEAST TEXAS - ST MARY,3600 GATES BLVD,PORT ARTHUR,TX,77642,GENERAL ACUTE CARE,OPEN,USA,29.90942468,-93.92443983,,,,,,,,,,,,,,,,,,
HARRIS HEALTH SYSTEM LYNDON B JOHNSON GENERAL HOSP,5656 KELLEY ST,HOUSTON,TX,77026,GENERAL ACUTE CARE,OPEN,USA,29.81193328,-95.3118817,,,,,,,,,,,,,,,,,,
EAST HOUSTON REGIONAL MED CTR,13111 EAST FWY,HOUSTON,TX,77015,GENERAL ACUTE CARE,OPEN,USA,29.77236697,-95.19334666,,,,,,,,,,,,,,,,,,
BAPTIST EMERGENCY HOSPITAL - OVERLOOK,26515 NORTH US HIGHWAY 281,SAN ANTONIO,TX,72858,GENERAL ACUTE CARE,OPEN,USA,29.68086195,-98.45508857,,,,,,,,,,,,,,,,,,
BAPTIST EMERGENCY HOSPITAL - HAUSMAN,8230 NORTH 1604 WEST,SAN ANTONIO,TX,78249,GENERAL ACUTE CARE,OPEN,USA,29.57078372,-98.64882103,,,,,,,,,,,,,,,,,,
MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,GENERAL ACUTE CARE,OPEN,USA,28.98004701,-95.9916774,,,,,,,,,,,,,,,,,,
BAPTIST EMERGENCY HOSPITAL - ZARZAMORA,7719 IH 35 SOUTH,SAN ANTONIO,TX,78224,GENERAL ACUTE CARE,OPEN,USA,29.35182455,-98.53302117,,,,,,,,,,,,,,,,,,
MEMORIAL HERMANN PEARLAND HOSPITAL,16100 SOUTH FREEWAY,PEARLAND,TX,77584,GENERAL ACUTE CARE,OPEN,USA,29.56350045,-95.38867972,,,,,,,,,,,,,,,,,,
PEARLAND MEDICAL CENTER,11100 SHADOW CREEK PARKWAY,PEARLAND,TX,77584,GENERAL ACUTE CARE,OPEN,USA,29.57770107,-95.39018235,,,,,,,,,,,,,,,,,,
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,810 W HIGHWAY 71,MARBLE FALLS,TX,78654,GENERAL ACUTE CARE,OPEN,USA,30.51281125,-98.30453796,,,,,,,,,,,,,,,,,,
BAYLOR EMERGENCY MEDICAL CENTER,511 FM 544,MURPHY,TX,75094,GENERAL ACUTE CARE,OPEN,USA,33.01223393,-96.62435282,,,,,,,,,,,,,,,,,,
EMINENT MEDICAL CENTER,1351 W PRESIDENT BUSH HWY,RICHARDSON,TX,75080,GENERAL ACUTE CARE,OPEN,USA,32.99919628,-96.75579418,,,,,,,,,,,,,,,,,,
STONEWALL MEMORIAL HOSPITAL,821 NORTH BROADWAY STREET,ASPERMONT,TX,79502,CRITICAL ACCESS,OPEN,USA,33.15056005,-100.2291844,,,,,,,,,,,,,,,,,,
PERMIAN REGIONAL MEDICAL CENTER,720 NORTHEAST HOSPITAL DRIVE,ANDREWS,TX,79714,GENERAL ACUTE CARE,OPEN,USA,32.33804336,-102.54599,,,,,,,,,,,,,,,,,,
METHODIST RICHARDSON MEDICAL CENTER,2831 E PRESIDENT GEORGE BUSH HWY,RICHARDSON,TX,75082,GENERAL ACUTE CARE,OPEN,USA,32.99608156,-96.66649032,,,,,,,,,,,,,,,,,,
MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,1275 YORK AVENUE,NEW YORK,NY,10021,SPECIAL,OPEN,USA,40.76427432,-73.95659552,,,,,,,,,,,,,,,,,,
BAYLOR SCOTT & WHITE HOSPITAL - BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833,GENERAL ACUTE CARE,OPEN,USA,30.14567251,-96.39932133,,,,,,,,,,,,,,,,,,
SCENIC MOUNTAIN MEDICAL CENTER,1601 WEST 11TH PLACE,BIG SPRING,TX,79720,GENERAL ACUTE CARE,OPEN,USA,32.23637785,-101.4916755,,,,,,,,,,,,,,,,,,
STAR MEDICAL CENTER,4100 MAPLESHADE LANE,PLANO,TX,75075,GENERAL ACUTE CARE,OPEN,USA,33.00140185,-96.77180156,,,,,,,,,,,,,,,,,,
CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS-BUSHVILLE RD,HARRIS,NY,12742,GENERAL ACUTE CARE,OPEN,USA,41.70906079,-74.7375244,,,,,,,,,,,,,,,,,,
GRACE HOSPITAL,2307 WEST 14TH STREET,CLEVELAND,OH,44113,GENERAL ACUTE CARE,CLOSED,USA,41.4806953,-81.69086847,,,,,,,,,,,,,,,,,,
LITTLE RIVER HEALTHCARE - CAMERON HOSPITAL,806 NORTH CROCKETT AVENUE,CAMERON,TX,76520,GENERAL ACUTE CARE,OPEN,USA,30.85727942,-96.97747417,,,,,,,,,,,,,,,,,,
BRIDGEWELL HOSPITAL OF CINCINNATI,5500 VERULAM STREET,CINCINNATI,OH,45213,GENERAL ACUTE CARE,CLOSED,USA,39.17317584,-84.42999521,,,,,,,,,,,,,,,,,,
FAYETTE COUNTY MEMORIAL HOSPITAL,1430 COLUMBUS AVENUE,WASHINGTON CH,OH,43160,CRITICAL ACCESS,OPEN,USA,39.54785694,-83.42709496,,,,,,,,,,,,,,,,,,
ADVANCED SPECIALTY HOSPITAL OF TOLEDO,1015 GARDEN LAKE PARKWAY,TOLEDO,OH,43614,LONG TERM CARE,OPEN,USA,41.62020626,-83.5962441,,,,,,,,,,,,,,,,,,
ELMWOOD HEALTHCARE CENTER AT THE SPRINGS,401 NORTH BROADWAY STREET,GREEN SPRINGS,OH,44836,LONG TERM CARE,OPEN,USA,41.26263275,-83.05312277,,,,,,,,,,,,,,,,,,
GREENBRIAR REHABILITATION HOSPITAL,8064 SOUTH AVENUE,BOARDMAN,OH,44512,REHABILITATION,OPEN,USA,41.00301259,-80.63504286,,,,,,,,,,,,,,,,,,
CRYSTAL CLINIC ORTHOPAEDIC CENTER,444 NORTH MAIN STREET,AKRON,OH,44310,SPECIAL,OPEN,USA,41.09693037,-81.51345126,,,,,,,,,,,,,,,,,,
BAPTIST EMERGENCY HOSPITAL,16977 I-35 NORTH,SCHERTZ,TX,78154,GENERAL ACUTE CARE,OPEN,USA,29.59427531,-98.29008482,,,,,,,,,,,,,,,,,,
RESOLUTE HEALTH,555 CREEKSIDE CROSSING,NEW BRAUNFELS,TX,78130,GENERAL ACUTE CARE,OPEN,USA,29.72200582,-98.06999717,,,,,,,,,,,,,,,,,,
FIRST BAPTIST MEDICAL CENTER,8111 MEADOW ROAD,DALLAS,TX,75231,GENERAL ACUTE CARE,OPEN,USA,32.88843795,-96.7665543,,,,,,,,,,,,,,,,,,
FIRST TEXAS HOSPITAL,1401 E TRINITY MILLS RD,CARROLLTON,TX,75006,GENERAL ACUTE CARE,OPEN,USA,32.98553017,-96.89841644,,,,,,,,,,,,,,,,,,
CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 WEST LA VETA AVENUE,ORANGE,CA,92868,CHILDREN,OPEN,USA,33.78081013,-117.8657765,,,,,,,,,,,,,,,,,,
MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO STREET,MONTCLAIR,CA,91763,GENERAL ACUTE CARE,OPEN,USA,34.07875777,-117.6959766,,,,,,,,,,,,,,,,,,
PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,GENERAL ACUTE CARE,OPEN,USA,33.9343518,-118.130904,,,,,,,,,,,,,,,,,,
PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,1322 WEST 6TH STREET,SAN PEDRO,CA,90732,GENERAL ACUTE CARE,OPEN,USA,33.73901823,-118.3062738,,,,,,,,,,,,,,,,,,
PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,4320 MARICOPA STREET,TORRANCE,CA,90503,GENERAL ACUTE CARE,OPEN,USA,33.83934812,-118.3597215,,,,,,,,,,,,,,,,,,
SONORA REGIONAL MEDICAL CENTER D/P SNF (UNIT 6 AND 7),179 S. FAIRVIEW LANE,SONORA,CA,95370,GENERAL ACUTE CARE,OPEN,USA,37.97966734,-120.3907956,,,,,,,,,,,,,,,,,,
USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BOULEVARD,GLENDALE,CA,91208,GENERAL ACUTE CARE,OPEN,USA,34.20488886,-118.21598,,,,,,,,,,,,,,,,,,
KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,ANAHEIM,CA,92806,GENERAL ACUTE CARE,OPEN,USA,33.85198788,-117.8441945,,,,,,,,,,,,,,,,,,
SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO STREET,SANTA BARBARA,CA,93102,GENERAL ACUTE CARE,OPEN,USA,34.42946669,-119.723809,,,,,,,,,,,,,,,,,,
CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY RD,ATLANTA,GA,30342,CHILDREN,OPEN,USA,33.90608164,-84.35395184,,,,,,,,,,,,,,,,,,
DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GENERAL ACUTE CARE,OPEN,USA,33.79108914,-84.2829101,,,,,,,,,,,,,,,,,,
HSHS ST CLARE MEMORIAL HOSPITAL,855 S MAIN ST,OCONTO FALLS,WI,54154,CRITICAL ACCESS,OPEN,USA,44.86533455,-88.12769344,,,,,,,,,,,,,,,,,,
GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,205 PARKER ST,BOSCOBEL,WI,53805,CRITICAL ACCESS,OPEN,USA,43.13318413,-90.70863516,,,,,,,,,,,,,,,,,,
ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,70526,GENERAL ACUTE CARE,OPEN,USA,30.22600918,-92.36365071,,,,,,,,,,,,,,,,,,
UNIVERSITY HEALTH CONWAY,4864 JACKSON STREET,MONROE,LA,71202,GENERAL ACUTE CARE,OPEN,USA,32.45088913,-92.1067958,,,,,,,,,,,,,,,,,,
WOMAN'S HOSPITAL,100 WOMAN'S WAY,BATON ROUGE,LA,70815,WOMEN,OPEN,USA,30.38565533,-91.03805021,,,,,,,,,,,,,,,,,,
CROSSING RIVERS HEALTH MEDICAL CENTER,37868 US HWY 18,PRAIRIE DU CHIEN,WI,53821,CRITICAL ACCESS,OPEN,USA,43.02220605,-91.11439988,,,,,,,,,,,,,,,,,,
ROGERS MEMORIAL HOSPITAL BROWN DEER,4600 W SCHROEDER DRIVE,BROWN DEER,WI,53223,PSYCHIATRIC,OPEN,USA,43.18730941,-87.9676262,,,,,,,,,,,,,,,,,,
UW HEALTH REHABILITATION HOSPITAL,5115 N BILTMORE LN,MADISON,WI,53718,REHABILITATION,OPEN,USA,43.15303898,-89.29670252,,,,,,,,,,,,,,,,,,
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET,LOMA LINDA,CA,92354,CHILDREN,OPEN,USA,34.05013083,-117.2640945,,,,,,,,,,,,,,,,,,
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,GENERAL ACUTE CARE,OPEN,USA,33.92263707,-118.2438013,,,,,,,,,,,,,,,,,,
RIDGECREST REGIONAL HOSPITAL TRANSITIONAL CARE & REHABILITATION,1131 NO. CHINA LAKE BOULEVARD,RIDGECREST,CA,93555,REHABILITATION,OPEN,USA,35.64090045,-117.6726311,,,,,,,,,,,,,,,,,,
SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS RD.,SANTA ROSA,CA,95403,GENERAL ACUTE CARE,OPEN,USA,38.49495922,-122.751872,,,,,,,,,,,,,,,,,,
BANNER FORT COLLINS MEDICAL CENTER,4700 LADY MOON DR,FORT COLLINS,CO,80528,GENERAL ACUTE CARE,OPEN,USA,40.52112296,-105.0093607,,,,,,,,,,,,,,,,,,
CHILDRENS HOSPITAL COLORADO SOUTH CAMPUS,1811 PLAZA DRIVE,HIGHLANDS RANCH,CO,80129,CHILDREN,OPEN,USA,39.5573325,-105.0100129,,,,,,,,,,,,,,,,,,
ST ANTHONY NORTH HEALTH CAMPUS,14300 ORCHARD PARKWAY,WESTMINSTER,CO,80023,GENERAL ACUTE CARE,OPEN,USA,39.95659556,-104.9911407,,,,,,,,,,,,,,,,,,
MASONICARE HEALTH CENTER,22 MASONIC AVE,WALLINGFORD,CT,6492,CHRONIC DISEASE,OPEN,USA,41.46270592,-72.8362394,,,,,,,,,,,,,,,,,,
MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,GENERAL ACUTE CARE,OPEN,USA,42.49250564,-90.67477863,,,,,,,,,,,,,,,,,,
TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,GENERAL ACUTE CARE,OPEN,USA,41.43340782,-91.05445751,,,,,,,,,,,,,,,,,,
GAYLORD HOSPITAL,50 GAYLORD FARM RD,WALLINGFORD,CT,6492,CHRONIC DISEASE,OPEN,USA,41.47288478,-72.85676125,,,,,,,,,,,,,,,,,,
IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,MILITARY,OPEN,USA,41.6637023,-91.54848851,,,,,,,,,,,,,,,,,,
"NATCHAUG HOSPITAL, INC.",189 STORRS RD,MANSFIELD CENTER,CT,6250,PSYCHIATRIC,OPEN,USA,41.74110392,-72.19801148,,,,,,,,,,,,,,,,,,
"SILVER HILL HOSPITAL, INC.",208 VALLEY RD,NEW CANAAN,CT,6840,PSYCHIATRIC,OPEN,USA,41.16540629,-73.46992282,,,,,,,,,,,,,,,,,,
HOSPITAL FOR SICK CHILDREN PEDIATRIC CENTER,"1731 BUNKER HILL ROAD, NE",WASHINGTON,DC,20017,CHILDREN,OPEN,USA,38.94116394,-76.9808448,,,,,,,,,,,,,,,,,,
MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,"3800 RESERVOIR ROAD, NW",WASHINGTON,DC,20007,GENERAL ACUTE CARE,OPEN,USA,38.91195851,-77.07525457,,,,,,,,,,,,,,,,,,
BRIDGEPOINT HOSPITAL HADLEY,"4601 MARTIN LUTHER KING JR. AVENUE, SW",WASHINGTON,DC,20032,GENERAL ACUTE CARE,OPEN,USA,38.82512896,-77.01314839,,,,,,,,,,,,,,,,,,
CHILDREN'S NATIONAL MEDICAL CENTER,111 MICHIGAN AVENUE NW,WASHINGTON,DC,20010,CHILDREN,OPEN,USA,38.92726607,-77.01439372,,,,,,,,,,,,,,,,,,
MEDSTAR NATIONAL REHABILITATION HOSPITAL,102 IRVING STREET NW,WASHINGTON,DC,20010,REHABILITATION,OPEN,USA,38.93054252,-77.01334348,,,,,,,,,,,,,,,,,,
MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING STREET NW,WASHINGTON,DC,20010,GENERAL ACUTE CARE,OPEN,USA,38.92965194,-77.0156483,,,,,,,,,,,,,,,,,,
GEORGE WASHINGTON UNIVERSITY HOSPITAL,900 23RD STREET NW,WASHINGTON,DC,20037,GENERAL ACUTE CARE,OPEN,USA,38.90131901,-77.05063668,,,,,,,,,,,,,,,,,,
HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVENUE NW,WASHINGTON,DC,20001,GENERAL ACUTE CARE,OPEN,USA,38.91754841,-77.02009375,,,,,,,,,,,,,,,,,,
PROVIDENCE HOSPITAL,1150 VARNUM STREET NE,WASHINGTON,DC,20017,GENERAL ACUTE CARE,OPEN,USA,38.94328726,-76.99122933,,,,,,,,,,,,,,,,,,
SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO ROAD NW,WASHINGTON,DC,20016,GENERAL ACUTE CARE,OPEN,USA,38.9362208,-77.1092389,,,,,,,,,,,,,,,,,,
PSYCHIATRIC INSTITUTE OF WASHINGTON,4228 WISCONSIN AVENUE NW,WASHINGTON,DC,20016,PSYCHIATRIC,OPEN,USA,38.94390262,-77.07796244,,,,,,,,,,,,,,,,,,
WASHINGTON DC VETERANS AFFAIRS MEDICAL CENTER,50 IRVING STREET NW,WASHINGTON,DC,20422,MILITARY,OPEN,USA,38.92927663,-77.01024492,,,,,,,,,,,,,,,,,,
ALFRED I. DUPONT HOSPITAL FOR CHILDREN,1600 ROCKLAND RD ,WILMINGTON,DE,19803,GENERAL ACUTE CARE,OPEN,USA,39.77938092,-75.55532113,,,,,,,,,,,,,,,,,,
BAYHEALTH MILFORD MEMORIAL HOSPITAL,21 W CLARK AVE ,MILFORD,DE,19963,GENERAL ACUTE CARE,OPEN,USA,38.90704797,-75.4329078,,,,,,,,,,,,,,,,,,
CHRISTIANA CARE-CHRISTIANA HOSPITAL,4755 OGLETOWN STANTON RD ,NEWARK,DE,19713,GENERAL ACUTE CARE,OPEN,USA,39.68748604,-75.66912143,,,,,,,,,,,,,,,,,,
CHRISTIANA CARE-WILMINGTON HOSPITAL,501 W 14TH ST ,WILMINGTON,DE,19801,GENERAL ACUTE CARE,OPEN,USA,39.7514639,-75.5496618,,,,,,,,,,,,,,,,,,
DELAWARE PSYCHIATRIC CENTER,1901 N DUPONT HWY ,NEW CASTLE,DE,19720,PSYCHIATRIC,OPEN,USA,39.70133571,-75.5770175,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF MIDDLETOWN,250 HAMPDEN RD,MIDDLETOWN,DE,19709,REHABILITATION,OPEN,USA,39.45343421,-75.67752226,,,,,,,,,,,,,,,,,,
WILMINGTON VETERANS AFFAIRS MEDICAL CENTER,1601 KIRKWOOD HWY,WILMINGTON,DE,19805,MILITARY,OPEN,USA,39.74007567,-75.6063093,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,831 S STATE RD 434,ALTAMONTE SPRINGS,FL,32714,REHABILITATION,OPEN,USA,28.64633056,-81.41305908,,,,,,,,,,,,,,,,,,
BETHESDA HOSPITAL WEST,9655 W BOYNTON BEACH BLVD,BOYNTON BEACH,FL,33472,GENERAL ACUTE CARE,OPEN,USA,26.52972805,-80.19976772,,,,,,,,,,,,,,,,,,
SUNCOAST BEHAVIORAL HEALTH CENTER,4480 51ST ST W,BRADENTON,FL,34210,PSYCHIATRIC,OPEN,USA,27.45972796,-82.61295143,,,,,,,,,,,,,,,,,,
BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,GENERAL ACUTE CARE,OPEN,USA,27.93299888,-82.2878102,,,,,,,,,,,,,,,,,,
BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,GENERAL ACUTE CARE,OPEN,USA,28.53883382,-82.4434916,,,,,,,,,,,,,,,,,,
CENTURY HOSPITAL MEDICAL CENTER,501 CHURCH ST,CENTURY,FL,32535,GENERAL ACUTE CARE,CLOSED,USA,30.97039384,-87.25759799,,,,,,,,,,,,,,,,,,
BAYFRONT HEALTH DADE CITY,13100 FORT KING RD,DADE CITY,FL,33525,GENERAL ACUTE CARE,OPEN,USA,28.34796286,-82.20072008,,,,,,,,,,,,,,,,,,
SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,LONG TERM CARE,OPEN,USA,29.24256233,-81.10741884,,,,,,,,,,,,,,,,,,
DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,GENERAL ACUTE CARE,OPEN,USA,26.43719284,-80.12778775,,,,,,,,,,,,,,,,,,
96TH MEDICAL GROUP-EGLIN HOSPITAL,307 BOATNER RD,EGLIN AFB,FL,32542,MILITARY,OPEN,USA,30.46083986,-86.55523265,,,,,,,,,,,,,,,,,,
PARK ROYAL HOSPITAL,9241 PARK ROYAL DR,FORT MYERS,FL,33908,PSYCHIATRIC,OPEN,USA,26.51043166,-81.90956898,,,,,,,,,,,,,,,,,,
"HACIENDA CHILDREN'S HOSPITAL, INC",610 WEST JEROME AVE,MESA,AZ,85210,CHILDREN,OPEN,USA,33.38153727,-111.8446262,,,,,,,,,,,,,,,,,,
SCOTTSDALE HEALTHCARE THOMPSON PEAK,7400 E. THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,GENERAL ACUTE CARE,OPEN,USA,33.67112932,-111.9223224,,,,,,,,,,,,,,,,,,
PROMISE HOSPITAL OF FORT MYERS,3050 CHAMPION RING RD,FORT MYERS,FL,33905,LONG TERM CARE,OPEN,USA,26.6304105,-81.80295058,,,,,,,,,,,,,,,,,,
MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,NEW HAMPTON,IA,50659,CRITICAL ACCESS,OPEN,USA,43.06271303,-92.32154429,,,,,,,,,,,,,,,,,,
CLARKE COUNTY PUBLIC HOSPITAL,800 SOUTH FILLMORE,OSCEOLA,IA,50213,CRITICAL ACCESS,OPEN,USA,41.02611913,-93.76852658,,,,,,,,,,,,,,,,,,
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,HIALEAH,FL,33012,GENERAL ACUTE CARE,OPEN,USA,25.86854243,-80.31226968,,,,,,,,,,,,,,,,,,
LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,1201 N 37TH AVE,HOLLYWOOD,FL,33021,PSYCHIATRIC,OPEN,USA,26.02055141,-80.18022513,,,,,,,,,,,,,,,,,,
UF HEALTH JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,GENERAL ACUTE CARE,OPEN,USA,30.34850524,-81.66427482,,,,,,,,,,,,,,,,,,
NAVAL JACKSONVILLE HOSPITAL,2080 CHILD ST,JACKSONVILLE,FL,32214,MILITARY,OPEN,USA,30.20883704,-81.68410578,,,,,,,,,,,,,,,,,,
WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,CHILDREN,OPEN,USA,30.31539249,-81.66331727,,,,,,,,,,,,,,,,,,
REHABILIATION HOSPITAL OF OVERLAND PARK,5100 INDIAN CREEK PARKWAY,OVERLAND PARK,KS,66207,REHABILITATION,OPEN,USA,38.93545055,-94.64465538,,,,,,,,,,,,,,,,,,
SATANTA DISTRICT HOSPITAL,401 CHEYENNE AVE,SATANTA,KS,67870,GENERAL ACUTE CARE,OPEN,USA,37.43709292,-100.9865629,,,,,,,,,,,,,,,,,,
SCOTT COUNTY HOSPITAL,201 SOUTH COLLEGE ST,SCOTT CITY,KS,67871,GENERAL ACUTE CARE,CLOSED,USA,38.48488526,-100.9038894,,,,,,,,,,,,,,,,,,
POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,GENERAL ACUTE CARE,OPEN,USA,28.14478076,-81.47668786,,,,,,,,,,,,,,,,,,
LIFESTREAM BEHAVIORAL CENTER,2020 TALLY RD,LEESBURG,FL,34748,PSYCHIATRIC,OPEN,USA,28.83690409,-81.89548304,,,,,,,,,,,,,,,,,,
LIFESTREAM BEHAVIORAL CENTER,515 W MAIN ST,LEESBURG,FL,34748,PSYCHIATRIC,CLOSED,USA,28.81095363,-81.87791902,,,,,,,,,,,,,,,,,,
LEESBURG REHABILITATION HOSPITAL,700 N PALMETTO ST,LEESBURG,FL,34748,GENERAL ACUTE CARE,OPEN,USA,28.81810186,-81.87440022,,,,,,,,,,,,,,,,,,
ANNE BATES LEACH EYE HOSPITAL,900 NW 17TH ST,MIAMI,FL,33136,GENERAL ACUTE CARE,OPEN,USA,25.79114079,-80.21080036,,,,,,,,,,,,,,,,,,
UNIVERSITY OF MIAMI HOSPITAL AND CLINICS,1475 NW 12TH AVE,MIAMI,FL,33136,SPECIAL,OPEN,USA,25.78879706,-80.21456003,,,,,,,,,,,,,,,,,,
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,FL,33136,GENERAL ACUTE CARE,OPEN,USA,25.78867201,-80.21591566,,,,,,,,,,,,,,,,,,
MERCY HOSPITAL,3663 S MIAMI AVE,MIAMI,FL,33133,GENERAL ACUTE CARE,OPEN,USA,25.74015862,-80.21435329,,,,,,,,,,,,,,,,,,
MIAMI MEDICAL CENTER,5959 NW 7TH ST,MIAMI,FL,33126,GENERAL ACUTE CARE,OPEN,USA,25.77831589,-80.29358797,,,,,,,,,,,,,,,,,,
DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,85 EAST NEWTON ST,BOSTON,MA,2118,PSYCHIATRIC,OPEN,USA,42.33626713,-71.07069042,,,,,,,,,,,,,,,,,,
PROMISE HOSPITAL OF MIAMI,14001 NW 8ND AVE,MIAMI LAKES,FL,33016,LONG TERM CARE,OPEN,USA,25.90033692,-80.33152337,,,,,,,,,,,,,,,,,,
ARBOUR FULLER HOSPITAL,200 MAY STREET,ATTLEBORO,MA,2703,PSYCHIATRIC,OPEN,USA,41.92408385,-71.36112256,,,,,,,,,,,,,,,,,,
ARBOUR HUMAN RESOURCE INSTITUTE,227 BABCOCK STREET,BROOKLINE,MA,2146,PSYCHIATRIC,OPEN,USA,42.35077951,-71.12124228,,,,,,,,,,,,,,,,,,
BALDPATE HOSPITAL,BALDPATE ROAD,GEORGETOWN,MA,1833,PSYCHIATRIC,OPEN,USA,42.70521015,-71.01111806,,,,,,,,,,,,,,,,,,
ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,1670 ST. VINCENT'S WAY,MIDDLEBURG,FL,32068,GENERAL ACUTE CARE,OPEN,USA,30.10876243,-81.83268869,,,,,,,,,,,,,,,,,,
NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,11190 HEALTHPARK BLVD,NAPLES,FL,34110,GENERAL ACUTE CARE,OPEN,USA,26.2743089,-81.78874501,,,,,,,,,,,,,,,,,,
PHYSICIANS REGIONAL - COLLIER BOULEVARD,8300 COLLIER BLVD,NAPLES,FL,34114,GENERAL ACUTE CARE,OPEN,USA,26.10553542,-81.68488477,,,,,,,,,,,,,,,,,,
PHYSICIANS REGIONAL - PINE RIDGE,6101 PINE RIDGE RD,NAPLES,FL,34119,GENERAL ACUTE CARE,OPEN,USA,26.21395287,-81.73268379,,,,,,,,,,,,,,,,,,
FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BOSTON,MA,2135,CHILDREN,OPEN,USA,42.34997282,-71.14263104,,,,,,,,,,,,,,,,,,
AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET,ESTHERVILLE,IA,51334,CRITICAL ACCESS,OPEN,USA,43.40998667,-94.83365792,,,,,,,,,,,,,,,,,,
HEALTHSOUTH REHABILITATION HOSPITAL OF OCALA,2275 SW 22ND LANE,OCALA,FL,34471,REHABILITATION,OPEN,USA,29.16587554,-82.16233494,,,,,,,,,,,,,,,,,,
